start	end	strand	name	symbol	locus_tag
2181096	2181296	-	hypothetical protein		BSUA_RS11385
2181623	2181748	-	lysogeny pheromone peptide AimP	aimP	BSUA_RS11390
2181762	2182922	-	AimR family lysis-lysogeny pheromone receptor	aimR	BSUA_RS11395
2183099	2183515	-	hypothetical protein		BSUA_RS11400
2183517	2184050	-	hypothetical protein		BSUA_RS11405
2184077	2184613	-	superinfection exclusion B family protein	sieB	BSUA_RS11410
2184652	2184783	-	hypothetical protein		BSUA_RS11415
2184794	2185009	-	hypothetical protein		BSUA_RS11420
2185013	2185264	-	hypothetical protein		BSUA_RS11425
2185335	2185514	+	hypothetical protein		BSUA_RS22360
2185616	2185846	+	hypothetical protein		BSUA_RS11430
2185851	2186246	-	UPF0715 family protein	yopD	BSUA_RS11435
2186304	2187632	-	RES domain-containing protein	yopC	BSUA_RS11440
2187740	2187967	-	helix-turn-helix transcriptional regulator	yopB	BSUA_RS11445
2188228	2189544	-	hypothetical protein		BSUA_RS11450
2189901	2190407	-	hypothetical protein		BSUA_RS11455
2190735	2191967	-	hypothetical protein		BSUA_RS11460
2192049	2192237	-	hypothetical protein		BSUA_RS11465
2192282	2192533	-	hypothetical protein		BSUA_RS22365
2192552	2192728	-	hypothetical protein		BSUA_RS11470
2193103	2193714	-	lipoprotein	yonS	BSUA_RS11475
2193829	2194155	-	helix-turn-helix domain-containing protein	yonR	BSUA_RS11480
2195108	2195302	+	hypothetical protein		BSUA_RS11485
2195342	2197861	+	hypothetical protein		BSUA_RS11490
2198105	2198383	+	HU-related DNA-binding protein HupN	hupN	BSUA_RS11495
2198944	2199114	+			BSUA_RS22795
2200065	2200256	+	YonK family protein	yonK	BSUA_RS11500
2200273	2201490	+	hypothetical protein		BSUA_RS11505
2201524	2201934	-	hypothetical protein		BSUA_RS11510
2202153	2202653	+	hypothetical protein		BSUA_RS11515
2202756	2203676	+	hypothetical protein		BSUA_RS11520
2203663	2205432	+	terminase family protein	yonF	BSUA_RS11525
2205450	2206970	+	hypothetical protein		BSUA_RS11530
2207001	2208437	+	hypothetical protein		BSUA_RS11535
2208462	2208998	+	hypothetical protein		BSUA_RS11540
2209037	2210053	+	hypothetical protein		BSUA_RS11545
2210089	2210559	+	hypothetical protein		BSUA_RS11550
2210574	2210969	+	hypothetical protein		BSUA_RS11555
2210966	2211220	+	hypothetical protein		BSUA_RS11560
2211204	2211854	+	hypothetical protein		BSUA_RS11565
2211851	2212357	+	hypothetical protein		BSUA_RS11570
2212354	2213064	+	hypothetical protein		BSUA_RS11575
2213107	2213904	+	hypothetical protein		BSUA_RS11580
2213922	2214533	+	hypothetical protein		BSUA_RS11585
2214533	2214760	+	hypothetical protein		BSUA_RS11590
2214824	2215180	+	hypothetical protein		BSUA_RS11595
2215182	2216399	+	hypothetical protein		BSUA_RS11600
2216410	2216760	+	hypothetical protein		BSUA_RS11605
2216757	2216948	+	XkdX family protein	yomP	BSUA_RS11610
2216998	2217498	+	hypothetical protein		BSUA_RS11615
2217482	2217901	+	hypothetical protein		BSUA_RS11620
2217915	2218916	+	site-specific integrase	yomM	BSUA_RS11625
2218919	2219248	-	hypothetical protein		BSUA_RS11630
2219424	2220110	-	hypothetical protein		BSUA_RS11635
2220135	2220311	-	hypothetical protein		BSUA_RS11640
2220657	2221103	+	hypothetical protein		BSUA_RS11645
2221185	2221868	+	hypothetical protein	yomJ	BSUA_RS11650
2221922	2228779	+	transglycosylase CwlP	cwlP	BSUA_RS11655
2228830	2229588	+	phage tail family protein	yomH	BSUA_RS11660
2229600	2232227	+	hypothetical protein		BSUA_RS11665
2232243	2233064	+	hypothetical protein		BSUA_RS11670
2233101	2235035	+	phosphodiester glycosidase family protein	yomE	BSUA_RS11675
2235205	2236029	+	hypothetical protein		BSUA_RS11680
2236019	2236237	+	hypothetical protein		BSUA_RS11685
2236257	2237360	+	N-acetylmuramoyl-L-alanine amidase BlyA	blyA	BSUA_RS11690
2237448	2237660	+	SPBc2 prophage-derived protein BhlA	bhlA	BSUA_RS11695
2237671	2237937	+	phage holin	bhlB	BSUA_RS11700
2237993	2238439	-	disulfide bond formation protein B	bdbB	BSUA_RS11705
2238436	2239704	-	SunS family peptide S-glycosyltransferase	sunS	BSUA_RS11710
2239704	2240117	-	disulfide bond formation protein BdbA	bdbA	BSUA_RS11715
2240114	2242231	-	sublancin transporter SunT	sunT	BSUA_RS11720
2242289	2242459	-	bacteriocin sublancin-168	sunA	BSUA_RS11725
2242756	2243073	-	sublancin immunity protein SunI	sunI	BSUA_RS11730
2243175	2244425	-	UV-damage repair protein uvrX	uvrX	BSUA_RS11735
2244418	2244750	-	YolD-like family protein	yolD	BSUA_RS11740
2244924	2245259	+	hypothetical protein		BSUA_RS11745
2245302	2245658	-	hypothetical protein		BSUA_RS11750
2245664	2246131	-	YolA family protein	yolA	BSUA_RS11755
2246362	2246478	+		bsrG	BSUA_RS22800
2246757	2247290	-	GNAT family N-acetyltransferase	yokL	BSUA_RS11765
2247326	2247904	-	SMI1/KNR4 family protein	yokK	BSUA_RS11770
2247968	2248465	-	SMI1/KNR4 family protein	yokJ	BSUA_RS11775
2248474	2250189	-	ribonuclease YeeF family protein	yokI	BSUA_RS11780
2250289	2250846	-	SMI1/KNR4 family protein	yokH	BSUA_RS11785
2250930	2251115	+			BSUA_RS22370
2251370	2252443	-	SPBc2 prophage-derived pesticidal crystal protein-like YokG	yokG	BSUA_RS11790
2252745	2253635	+	endonuclease YokF	yokF	BSUA_RS11795
2253649	2254131	+	PH domain-containing protein	yokE	BSUA_RS11800
2254435	2255253	+	aminoglycoside N3'-acetyltransferase	aacD	BSUA_RS11805
2255273	2255407	-			BSUA_RS22805
2255569	2255724	-	hypothetical protein		BSUA_RS22810
2255904	2256419	-	hypothetical protein		BSUA_RS11820
2256626	2257336	-	lipoprotein	yokB	BSUA_RS11825
2257539	2259176	+	serine-type integrase SprA	sprA	BSUA_RS11830
2259231	2259821	+			BSUA_RS11835
2259865	2260296	-	peptide-methionine (R)-S-oxide reductase MsrB	msrB	BSUA_RS11840
2260297	2260830	-	peptide-methionine (S)-S-oxide reductase MsrA	msrA	BSUA_RS11845
2260962	2261387	+	MarR family transcriptional regulator	ypoP	BSUA_RS11850
2261437	2262774	-	MATE family efflux transporter	dinF	BSUA_RS11855
2262846	2263040	-	protein YpmT	ypmT	BSUA_RS11860
2263053	2263616	-	YpmS family protein	ypmS	BSUA_RS11865
2263626	2264393	-	SGNH/GDSL hydrolase family protein	ypmR	BSUA_RS11870
2264471	2265052	-	cytochrome c oxidase assembly accessory protein ScuA	scuA	BSUA_RS11875
2265200	2265451	-	YpmP family protein	ypmP	BSUA_RS11885
2265537	2266805	-	threonine ammonia-lyase IlvA	ilvA	BSUA_RS11890
2267054	2268049	+	sigma-54-dependent transcriptional regulator	silP	BSUA_RS11895
2268070	2268711	+	hemolysin III family protein	yplQ	BSUA_RS11900
2268750	2269370	-	hypothetical protein	ypkP	BSUA_RS11905
2269371	2269877	-	dihydrofolate reductase DfrA	dfrA	BSUA_RS11910
2269874	2270668	-	thymidylate synthase	thyB	BSUA_RS11915
2270752	2271285	-	phosphatidylglycerophosphatase A	ypjQ	BSUA_RS11920
2271303	2271914	-	YpjP family protein	ypjP	BSUA_RS11925
2272174	2272947	-	class I SAM-dependent methyltransferase	rsmJ	BSUA_RS11930
2272989	2273423	-	bacilliredoxin BrxA	brxA	BSUA_RS11935
2273530	2275206	-	dihydroxy-acid dehydratase	ilvD	BSUA_RS11940
2275495	2276628	-	conserved virulence factor C family protein	ypgR	BSUA_RS11945
2276688	2277305	-	Mn(2+)-dependent (deoxy)ribonucleoside pyrophosphohydrolase	hdhQ	BSUA_RS11950
2277321	2277803	-	glutathione peroxidase	bsaA	BSUA_RS11955
2278146	2279051	+	homoserine O-succinyltransferase	metA	BSUA_RS11960
2279282	2280430	+	diglucosyl diacylglycerol synthase	ugtP	BSUA_RS11965
2280511	2280657	+			BSUA_RS22815
2280673	2280873	+	cold-shock protein CspD	cspD	BSUA_RS11970
2280925	2281107	-	transcriptional regulator DegR	degR	BSUA_RS11975
2281263	2281532	+	DUF2564 family protein	ypzA	BSUA_RS11980
2281560	2281742	-	zinc-finger domain-containing protein	ypeQ	BSUA_RS11985
2281735	2282415	-	ribonuclease H family protein	ypeP	BSUA_RS11990
2282498	2283187	+	queuosine precursor transporter	queP	BSUA_RS11995
2283187	2283585	+	reverse transcriptase-like protein	ypdQ	BSUA_RS12000
2283627	2283755	+	"small, acid-soluble spore protein L"	sspL	BSUA_RS12005
2283763	2284653	-	5'-3' exonuclease ExnP	exnP	BSUA_RS12010
2284754	2284900	-	hypothetical protein		BSUA_RS12020
2284975	2285232	-	YpbS family protein	ypbS	BSUA_RS12025
2285297	2288878	-	dynamin GTPase	dynA	BSUA_RS12030
2289054	2289143	-		fbpC	BSUA_RS22375
2289214	2289720	-	alkylpyrone methyltransferase	bpsB	BSUA_RS12035
2289724	2290839	-	type III polyketide synthase BpsA	bpsA	BSUA_RS12040
2290895	2292211	-	xanthine permease	pbuX	BSUA_RS12045
2292208	2292792	-	xanthine phosphoribosyltransferase	xpt	BSUA_RS12050
2293123	2294628	-	carboxypeptidase	ypwA	BSUA_RS12055
2294740	2295732	-	2-keto-3-deoxygluconate transporter	kdgT	BSUA_RS12060
2295777	2296367	-	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	eda	BSUA_RS12065
2296369	2297343	-	2-dehydro-3-deoxygluconokinase	kdgK	BSUA_RS12070
2297381	2298400	-	pectin utilization transcriptional regulator KdgR	kdgR	BSUA_RS12075
2298622	2299449	+	5-dehydro-4-deoxy-D-glucuronate isomerase	kduI	BSUA_RS12080
2299451	2300215	+	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD	kduD	BSUA_RS12085
2300256	2302181	-	ATP-dependent DNA helicase	ypvA	BSUA_RS12090
2302283	2302474	-	hypothetical protein		BSUA_RS12095
2302638	2302790	+	YpzG family protein	ypzG	BSUA_RS22380
2302843	2304000	-	class I SAM-dependent RNA methyltransferase	rlmKB	BSUA_RS12100
2304101	2304481	-		rnpB	BSUA_RS22140
2304547	2304843	-	cell division regulator GpsB	gpsB	BSUA_RS12105
2304921	2305463	-	DUF1273 domain-containing protein		BSUA_RS12110
2305552	2305779	-	spore coat protein CotD	cotD	BSUA_RS22385
2305863	2305991	-			BSUA_RS22820
2306092	2307333	-	metal-dependent exonucleaseMrfB	mrfB	BSUA_RS12120
2307349	2309598	-	ATP-dependent helicase MrfA	mrfA	BSUA_RS12125
2309701	2310207	-	PTS glucose transporter subunit IIA	ypqE	BSUA_RS12130
2310345	2310764	+	Hsp20/alpha crystallin family protein	ypqA	BSUA_RS12135
2310785	2311162	-	YppG family protein	yppG	BSUA_RS12140
2311350	2311538	+	YppF family protein	yppF	BSUA_RS12145
2311577	2311948	-	YppE family protein	yppE	BSUA_RS12150
2311994	2312239	-	YppD family protein	yppD	BSUA_RS12155
2312438	2312542	+	acid-soluble spore protein SspM	sspM	BSUA_RS12160
2312567	2313529	-	DUF2515 domain-containing protein	yppC	BSUA_RS12165
2313570	2314190	+	Holliday junction resolvase RecU	recU	BSUA_RS12170
2314212	2316956	+	PBP1A family penicillin-binding protein	ponA	BSUA_RS12175
2317032	2317526	-	hypothetical protein		BSUA_RS12180
2317523	2318182	-	endonuclease III	nth	BSUA_RS12185
2318201	2318899	-	DNA replication protein DnaD	dnaD	BSUA_RS12190
2318992	2320284	-	asparagine--tRNA ligase	asnS	BSUA_RS12195
2320428	2321609	-	aspartate transaminase AspB	aspB	BSUA_RS12200
2321632	2322117	-	DUF5590 domain-containing protein	tseB	BSUA_RS12205
2322126	2322296	-	YpmA family protein	ypmA	BSUA_RS12210
2322439	2325234	-	ATP-dependent DNA helicase DinG	dinG	BSUA_RS12215
2325360	2325743	-	aspartate 1-decarboxylase	panD	BSUA_RS12220
2325745	2326605	-	pantoate--beta-alanine ligase	panC	BSUA_RS12225
2326607	2327440	-	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	BSUA_RS12230
2327686	2328663	-	bifunctional biotin--[acetyl-CoA-carboxylase] synthetase/biotin operon repressor	birA	BSUA_RS12235
2328648	2329841	-	CCA tRNA nucleotidyltransferase	cca	BSUA_RS12240
2329846	2330979	-	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA	bshA	BSUA_RS12245
2330976	2331686	-	bacillithiol biosynthesis deacetylase BshB1	bshB1	BSUA_RS12250
2331679	2332092	-	methylglyoxal synthase	mgsA	BSUA_RS12255
2332108	2332911	-	4-hydroxy-tetrahydrodipicolinate reductase	dapB	BSUA_RS12260
2332923	2333258	-	nucleotide pyrophosphohydrolase	ypjD	BSUA_RS12265
2333398	2334270	+	YitT family protein	ypjC	BSUA_RS12270
2334312	2335106	-	sporulation protein YpjB	ypjB	BSUA_RS12275
2335175	2335768	-	DUF1405 domain-containing protein	ypjA	BSUA_RS12280
2335879	2336646	-	c-type cytochrome	qcrC	BSUA_RS12285
2336681	2337355	-	menaquinol-cytochrome c reductase cytochrome b subunit	qcrB	BSUA_RS12290
2337357	2337860	-	ubiquinol-cytochrome c reductase iron-sulfur subunit	qcrA	BSUA_RS12295
2338003	2338449	-	YpiF family protein	ypiF	BSUA_RS12300
2338504	2339043	-	ReoY family proteolytic degradation factor	ypiB	BSUA_RS12305
2339115	2340386	-	tetratricopeptide repeat protein	ypiA	BSUA_RS12310
2340722	2342008	-	3-phosphoshikimate 1-carboxyvinyltransferase	aroA	BSUA_RS12315
2342019	2343134	-	prephenate dehydrogenase	tyrA	BSUA_RS12320
2343183	2344265	-	histidinol-phosphate transaminase	hisC	BSUA_RS12325
2344276	2345079	-	tryptophan synthase subunit alpha	trpA	BSUA_RS12330
2345072	2346274	-	tryptophan synthase subunit beta	trpB	BSUA_RS12335
2346255	2346902	-	phosphoribosylanthranilate isomerase	trpF	BSUA_RS12340
2346907	2347656	-	indole-3-glycerol phosphate synthase TrpC	trpC	BSUA_RS12345
2347649	2348665	-	anthranilate phosphoribosyltransferase	trpD	BSUA_RS12350
2348637	2350184	-	anthranilate synthase component I	trpE	BSUA_RS12355
2350400	2350783	-	chorismate mutase	aroH	BSUA_RS12360
2350780	2351868	-	3-dehydroquinate synthase	aroB	BSUA_RS12365
2351868	2353040	-	chorismate synthase	aroC	BSUA_RS12370
2353115	2353885	-	protein-glutamate O-methyltransferase CheR	cheR	BSUA_RS12375
2354122	2354571	-	nucleoside-diphosphate kinase	ndk	BSUA_RS12385
2354687	2355649	-	heptaprenyl diphosphate synthase component II	hepT	BSUA_RS12390
2355675	2356376	-	demethylmenaquinone methyltransferase	menG	BSUA_RS12395
2356383	2357138	-	heptaprenyl diphosphate synthase component 1	hepS	BSUA_RS12400
2357302	2357529	-	trp RNA-binding attenuation protein MtrB	mtrB	BSUA_RS12405
2357551	2358123	-	GTP cyclohydrolase I FolE	folE	BSUA_RS12410
2358311	2358589	-	non-specific DNA-binding protein Hbs	hbs	BSUA_RS12415
2358963	2360441	-	stage IV sporulation protein A	spoIVA	BSUA_RS12420
2360622	2361356	-	hypothetical protein		BSUA_RS12425
2361378	2361581	-	DUF2768 domain-containing protein	yphE	BSUA_RS12430
2361919	2362956	-	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	gpsA	BSUA_RS12435
2362974	2364284	-	ribosome-associated GTPase EngA	engA	BSUA_RS12440
2364438	2364632	-	hypothetical protein		BSUA_RS12445
2364629	2365522	-	YIEGIA family protein	yphB	BSUA_RS12450
2365519	2366118	-	hypothetical protein		BSUA_RS12455
2366196	2366327	+	YpzI family protein	ypzI	BSUA_RS12460
2366370	2367419	-	type 2 isopentenyl-diphosphate Delta-isomerase	fni	BSUA_RS12465
2367432	2368580	-	30S ribosomal protein S1	rpsA	BSUA_RS12470
2368813	2369487	-	(d)CMP kinase	cmk	BSUA_RS12475
2369566	2369742	-	YpfB family protein	ypfB	BSUA_RS12480
2369787	2370440	-	cyclic di-GMP receptor DgrA	dgrA	BSUA_RS12485
2370533	2371885	-	germination protein YpeB	ypeB	BSUA_RS12490
2371920	2372837	-	spore cortex-lytic enzyme	sleB	BSUA_RS12495
2372976	2373632	-	intramembrane metalloprotease PrsW	prsW	BSUA_RS12500
2373752	2374726	-	YpdA family putative bacillithiol disulfide reductase	ypdA	BSUA_RS12505
2374835	2376118	-	NAD-specific glutamate dehydrogenase	gudB	BSUA_RS12510
2376274	2376858	-	genetic competence negative regulator	mecB	BSUA_RS12515
2377017	2377796	-	metallophosphoesterase	ypbG	BSUA_RS12520
2377882	2378325	-	YpbF family protein	ypbF	BSUA_RS12525
2378388	2379110	-	LysM peptidoglycan-binding domain-containing protein	ypbE	BSUA_RS12530
2379061	2379663	-	CPBP family intramembrane metalloprotease	ypbD	BSUA_RS12535
2379690	2381180	-	ATP-dependent DNA helicase	recS	BSUA_RS12540
2381173	2382231	-	helix-turn-helix domain-containing protein	gmmB	BSUA_RS12545
2382497	2382745	+	ferredoxin	fer	BSUA_RS12550
2382785	2383357	-	riboflavin transporter FmnP	fmnP	BSUA_RS12555
2383854	2385431	+	phosphoglycerate dehydrogenase	serA	BSUA_RS12565
2385474	2386241	-	type I 3-dehydroquinate dehydratase	aroD	BSUA_RS12570
2386353	2387459	-	anti-sigma-X factor RsiX	rsiX	BSUA_RS12575
2387395	2387979	-	RNA polymerase sigma factor SigX	sigX	BSUA_RS12580
2388183	2389952	-	sensor histidine kinase ResE	resE	BSUA_RS12585
2389949	2390671	-	DNA-binding response regulator ResD	resD	BSUA_RS12590
2390752	2391927	-	cytochrome c biogenesis protein ResC	resC	BSUA_RS12595
2391947	2393575	-	cytochrome c biogenesis protein ResB	resB	BSUA_RS12600
2393572	2394111	-	thiol-disulfide oxidoreductase ResA	resA	BSUA_RS12605
2394206	2394940	-	23S rRNA pseudouridine(2605) synthase RluB	rluB	BSUA_RS12610
2395032	2395568	-	spore maturation protein SpmB	spmB	BSUA_RS12615
2395573	2396163	-	spore maturation protein SpmA	spmA	BSUA_RS12620
2396151	2397299	-	D-alanyl-D-alanine carboxypeptidase DacB	dacB	BSUA_RS12625
2397422	2397961	-	YpuI family protein	ypuI	BSUA_RS12630
2398016	2398609	-	SMC-Scp complex subunit ScpB	scpB	BSUA_RS12635
2398599	2399354	-	segregation/condensation protein A	scpA	BSUA_RS12640
2399635	2400159	+	DUF309 domain-containing protein	ypuF	BSUA_RS12645
2400173	2400547	-	GNAT family N-acetyltransferase RibT	ribT	BSUA_RS12650
2401157	2402353	-	"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II"	ribBA	BSUA_RS12660
2402368	2403015	-	riboflavin synthase subunit alpha	ribE	BSUA_RS12665
2403026	2404111	-	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD	BSUA_RS12670
2404505	2404849	-	hypothetical protein		BSUA_RS12675
2405084	2405638	-	signal peptidase I	lepB	BSUA_RS12680
2405905	2406141	+	hypothetical protein		BSUA_RS22390
2406084	2406290	-	zinc ribbon domain-containing protein	ypzJ	BSUA_RS12685
2406911	2407114	-	hypothetical protein		BSUA_RS12695
2407780	2407992	+	spore germination protein	ypzD	BSUA_RS12705
2408128	2408559	-	peptidylprolyl isomerase	ppiB	BSUA_RS12710
2408813	2409685	+	DUF1002 domain-containing protein	ypuA	BSUA_RS12715
2409715	2411034	-	diaminopimelate decarboxylase	lysA	BSUA_RS12720
2411140	2412621	-	spore germination protein SpoVAF	spoVAF	BSUA_RS12725
2412572	2413183	-	stage V sporulation protein SpoVABEA	spoVAEA	BSUA_RS12730
2413191	2413541	-	stage V sporulation protein AE	spoVAE	BSUA_RS12735
2413543	2414559	-	stage V sporulation protein AD	spoVAD	BSUA_RS12740
2414572	2415024	-	stage V sporulation protein AC	spoVAC	BSUA_RS12745
2415037	2415462	-	stage V sporulation protein SpoVAB	spoVAB	BSUA_RS12750
2415452	2416072	-	stage V sporulation protein SpoVAA	spoVAA	BSUA_RS12755
2416197	2416964	-	RNA polymerase sporulation sigma factor SigF	sigF	BSUA_RS12760
2416976	2417416	-	anti-sigma F factor	spoIIAB	BSUA_RS12765
2417413	2417766	-	anti-sigma F factor antagonist	spoIIAA	BSUA_RS12770
2417862	2419031	-	D-alanyl-D-alanine carboxypeptidase DacF	dacF	BSUA_RS12775
2419186	2420001	-	"purine nucleoside phosphorylase I, inosine and guanosine-specific"	pupG	BSUA_RS12780
2420014	2421198	-	phosphopentomutase	deoB	BSUA_RS12785
2421359	2422249	-	site-specific tyrosine recombinase XerD	xerD	BSUA_RS12790
2422257	2422484	-	YqzK family protein	yqzK	BSUA_RS12795
2422609	2423058	-	ferric iron uptake transcriptional regulator	fur	BSUA_RS12800
2423171	2423815	-	stage II sporulation protein M	spoIIM	BSUA_RS12805
2423916	2424131	-	hypothetical protein		BSUA_RS12810
2424231	2425550	-	NAD-dependent malic enzyme	mleA	BSUA_RS12815
2425568	2426974	-	malate-H+/Na+-lactate antiporter MleN	mleN	BSUA_RS12820
2427115	2428542	-	aspartate ammonia-lyase	aspA	BSUA_RS12825
2428587	2429576	-	asparaginase	ansA	BSUA_RS12830
2429758	2430108	+	HTH-type transcriptional regulator AnsR	ansR	BSUA_RS12835
2430117	2431280	-	TIGR00375 family protein	yqxK	BSUA_RS12840
2431277	2431834	-	ADP-ribose pyrophosphatase	nudF	BSUA_RS12845
2431909	2432031	+	Z-ring formation inhibitor MciZ	mciZ	BSUA_RS12850
2432094	2433014	+	aldo/keto reductase	yqkF	BSUA_RS12855
2433046	2433270	-		yqkE	BSUA_RS12860
2433432	2434349	+	alpha/beta hydrolase	yqkD	BSUA_RS12865
2434389	2434628	-	YqkC family protein	yqkC	BSUA_RS12870
2434641	2434964	-	hypothetical protein		BSUA_RS12875
2434961	2435992	-	GNAT family N-acetyltransferase	yqkA	BSUA_RS12880
2435985	2436329	-	antibiotic biosynthesis monooxygenase	yqjZ	BSUA_RS12885
2436339	2436809	-	GNAT family N-acetyltransferase	yqjY	BSUA_RS12890
2436995	2437333	-	YolD-like family protein	yqjX	BSUA_RS12895
2437330	2438568	-	DNA polymerase IV	polYB	BSUA_RS12900
2438734	2438940	+	hypothetical protein		BSUA_RS12905
2439489	2440721	+	MFS transporter	yqjV	BSUA_RS12910
2440772	2440930	+	hypothetical protein		BSUA_RS23065
2440927	2441313	-	VOC family protein	yqjT	BSUA_RS12920
2441317	2442276	-	type I pantothenate kinase	coaA	BSUA_RS12925
2442348	2443694	-	D-serine ammonia-lyase	dsdA	BSUA_RS12930
2443770	2444549	-	SDR family oxidoreductase	yqjQ	BSUA_RS12935
2444555	2445514	-	MBL fold metallo-hydrolase	yqjP	BSUA_RS12940
2445919	2446755	+	pyrroline-5-carboxylate reductase	proC	BSUA_RS12945
2446796	2448439	-	M20/M25/M40 family metallo-hydrolase	yqjN	BSUA_RS12950
2448611	2449627	+	NADPH dehydrogenase NamA	namA	BSUA_RS12955
2449737	2450498	+	alpha/beta hydrolase	yqjL	BSUA_RS12960
2450542	2450692	-		rpmG	BSUA_RS22405
2450774	2451697	-	ribonuclease Z	rnz	BSUA_RS12965
2451924	2453393	+	glucose-6-phosphate dehydrogenase	zwf	BSUA_RS12970
2453516	2454925	-	NADP-dependent phosphogluconate dehydrogenase	gndA	BSUA_RS12975
2455035	2456279	-	DNA polymerase IV	polYA	BSUA_RS12980
2456352	2456639	+	membrane protein insertion/folding monitor MifM	mifM	BSUA_RS12985
2456670	2457497	+	membrane protein insertase YidC	yidC	BSUA_RS12990
2457677	2458405	+	DUF2071 domain-containing protein	yqjF	BSUA_RS12995
2458446	2459561	-	tripeptidase T	yqjE	BSUA_RS13000
2459579	2461102	-	acyl-CoA carboxylase subunit beta	yqjD	BSUA_RS13005
2461095	2461517	-	methylmalonyl-CoA epimerase	mce	BSUA_RS13010
2461607	2461699	+	stressosome-associated protein Prli42	prli42	BSUA_RS23040
2461719	2462249	-	"L,D-transpeptidase"	yqjB	BSUA_RS13020
2462301	2463269	-	aromatic acid exporter family protein	yqjA	BSUA_RS13025
2463340	2464062	-	arginine ABC transporter ATP-binding protein ArtR	artR	BSUA_RS13030
2464055	2464714	-	arginine ABC transporter permease ArtQ	artQ	BSUA_RS13035
2464795	2465562	-	arginine ABC transporter substrate-binding protein ArtP	artP	BSUA_RS13040
2465830	2466267	-	bacilliredoxin BrxB	brxB	BSUA_RS13045
2466428	2467321	+	diacylglycerol kinase family lipid kinase	bmrU	BSUA_RS13050
2467422	2468591	+	multidrug efflux MFS transporter Bmr	bmr	BSUA_RS13055
2468664	2469500	+	multidrug efflux transcriptional regulator BmrR	bmrR	BSUA_RS13060
2469562	2470836	-	branched-chain alpha-keto dehydrogenase complex dihydrolipoyllysine-residue (2-methylpropanoyl)transferase	bfmBB	BSUA_RS13065
2470859	2471842	-	3-methyl-2-oxobutanoate dehydrogenase subunit beta	bfmBAB	BSUA_RS13070
2471856	2472848	-	3-methyl-2-oxobutanoate dehydrogenase subunit alpha	bfmBAA	BSUA_RS22825
2472870	2474294	-	dihydrolipoyl dehydrogenase	lpdA	BSUA_RS22830
2474315	2475406	-	butyrate kinase	buk	BSUA_RS13085
2475425	2476519	-	branched-chain amino acid dehydrogenase	bcd	BSUA_RS13090
2476531	2477430	-	phosphate butyryltransferase	yqiS	BSUA_RS13095
2477555	2479633	-	sigma-54-dependent Fis family transcriptional regulator	bkdR	BSUA_RS13100
2479786	2480022	+	DUF2627 domain-containing protein	yqzF	BSUA_RS13105
2480064	2480969	-	methylisocitrate lyase	prpB	BSUA_RS13110
2480987	2482405	-	bifunctional 2-methylcitrate dehydratase/aconitate hydratase	mmgE	BSUA_RS13115
2482420	2483538	-	citrate synthase	mmgD	BSUA_RS13120
2483572	2484711	-	Acyl-CoA dehydrogenase	mmgC	BSUA_RS13125
2484739	2485602	-	3-hydroxybutyryl-CoA dehydrogenase	mmgB	BSUA_RS13130
2485627	2486808	-	acetyl-CoA C-acetyltransferase	mmgA	BSUA_RS13135
2486935	2487666	-	glycerophosphodiester phosphodiesterase	glpQ	BSUA_RS13140
2487745	2488365	-	N-acetylmuramoyl-L-alanine amidase	yqiI	BSUA_RS13145
2488380	2488673	-	lipoprotein	yqiH	BSUA_RS13150
2488981	2489133	+			BSUA_RS22835
2489206	2490324	+	NADH-dependent flavin oxidoreductase	yqiG	BSUA_RS13160
2490789	2491592	-	sporulation transcription factor Spo0A	spo0A	BSUA_RS13170
2491868	2493148	-	SpoIVB peptidase	spoIVB	BSUA_RS13180
2493323	2495053	-	DNA repair protein RecN	recN	BSUA_RS13185
2495090	2495539	-	arginine repressor ArgR	argR	BSUA_RS13190
2495637	2496482	-	TlyA family RNA methyltransferase	yqxC	BSUA_RS13195
2496479	2498380	-	1-deoxy-D-xylulose-5-phosphate synthase	dxs	BSUA_RS13200
2498555	2499445	-	polyprenyl synthetase family protein	ispA	BSUA_RS13205
2499435	2499689	-	exodeoxyribonuclease VII small subunit	xseB	BSUA_RS13210
2499686	2501032	-	exodeoxyribonuclease VII large subunit	xseA	BSUA_RS13215
2501170	2502021	-	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	folD	BSUA_RS13220
2502033	2502428	-	transcription antitermination factor NusB	nusB	BSUA_RS13225
2502692	2503099	-	fatty acid biosynthesis protein YqhY	yqhY	BSUA_RS13230
2503120	2504472	-	acetyl-CoA carboxylase biotin carboxylase subunit	accC	BSUA_RS13235
2504484	2504963	-	acetyl-CoA carboxylase biotin carboxyl carrier protein	accB	BSUA_RS13240
